CELDA_ORIGEN ;NOMBRE_CELDA_ORIGEN ;CELDA_DESTINO ;NOMBRE_CELDA_DESTINO ;FLUJO ;
15LL ;Torrefarrera ;35LL ;Alpicat ;25 ;
15LL ;Torrefarrera ;47LL ;Lleida (distrito 02) ;39 ;
15LL ;Torrefarrera ;51LL ;Lleida (distrito 06) ;39 ;
15LU ;Fonsagrada, A y otros municipios ;01AS ;Vegadeo y otros municipios ;23 ;
15LU ;Fonsagrada, A y otros municipios ;02AS ;Allande y otros municipios ;53 ;
15LU ;Fonsagrada, A y otros municipios ;13LU ;Becerreá y otros municipios ;35 ;
15LU ;Fonsagrada, A y otros municipios ;14LU ;Castroverde y otros municipios ;41 ;
15LU ;Fonsagrada, A y otros municipios ;16LU ;Pontenova, A y otros municipios ;30 ;
15MA ;Rincón de la Victoria y otros municipios ;26MA ;Alhaurín de la Torre ;25 ;
15MA ;Rincón de la Victoria y otros municipios ;54MA ;Vélez-Málaga (distrito 01) ;83 ;
15MA ;Rincón de la Victoria y otros municipios ;56MA ;Vélez-Málaga (distrito 03) ;78 ;
15MA ;Rincón de la Victoria y otros municipios ;57MA ;Vélez-Málaga (distrito 04) ;217 ;
15MA ;Rincón de la Victoria y otros municipios ;58MA ;Torremolinos ;97 ;
15MA ;Rincón de la Victoria y otros municipios ;59MA ;Málaga (SCD Centro) ;165 ;
15MA ;Rincón de la Victoria y otros municipios ;60MA ;Málaga (SCD Litoral Este: Malaqueta-Limonar) ;240 ;
15MA ;Rincón de la Victoria y otros municipios ;61MA ;Málaga (SCD Litoral Este: El Palo - El Candado) ;300 ;
15MA ;Rincón de la Victoria y otros municipios ;62MA ;Málaga (SCD Pedrizas: Ciudad Jardín) ;65 ;
15MA ;Rincón de la Victoria y otros municipios ;64MA ;Málaga (SCD Rosaleda:Palma - Palmilla) ;67 ;
15MA ;Rincón de la Victoria y otros municipios ;65MA ;Málaga (SCD Rosaleda: Trinidad) ;75 ;
15MA ;Rincón de la Victoria y otros municipios ;66MA ;Málaga (SCD Rosaleda: Suárez - Carlos Haya) ;48 ;
15MA ;Rincón de la Victoria y otros municipios ;68MA ;Málaga (SCD Prolongación: Portada Alta - San Rafael) ;71 ;
15MA ;Rincón de la Victoria y otros municipios ;69MA ;Málaga (SCD Teatinos) ;102 ;
15MA ;Rincón de la Victoria y otros municipios ;70MA ;Málaga (SCD Guadalhorce) ;200 ;
15MA ;Rincón de la Victoria y otros municipios ;71MA ;Málaga (SCD Campanillas) ;94 ;
15MA ;Rincón de la Victoria y otros municipios ;72MA ;Málaga (SCD Prolongación: Mármoles - Carranque) ;74 ;
15MA ;Rincón de la Victoria y otros municipios ;73MA ;Málaga (SCD Prolongación: La Unión - Cruz de Humilladero) ;38 ;
15MA ;Rincón de la Victoria y otros municipios ;75MA ;Málaga (SCD Litoral Oeste: La Paz - Parque Mediterráneo) ;24 ;
15MA ;Rincón de la Victoria y otros municipios ;77MA ;Málaga (SCD Litoral Oeste: Puerta Blanca - Fincal El Pato) ;75 ;
15MA ;Rincón de la Victoria y otros municipios ;78MA ;Málaga (SCD Churriana - Bahía Málaga) ;70 ;
15MU ;Caravaca de la Cruz ;14MU ;Calasparra ;50 ;
15MU ;Caravaca de la Cruz ;16MU ;Cehegín ;249 ;
15NA ;Leitza y otros municipios ;13NA ;Lekunberri y otros municipios ;43 ;
15NA ;Leitza y otros municipios ;16NA ;Bera y otros municipios ;18 ;
15NA ;Leitza y otros municipios ;51GP ;Donostia/San Sebastián (distrito 04) ;19 ;
15NA ;Leitza y otros municipios ;52GP ;Donostia/San Sebastián (distrito 05) ;57 ;
15NA ;Leitza y otros municipios ;53GP ;Donostia/San Sebastián (distrito 06) ;17 ;
15OU ;Lobios y otros municipios ;16OU ;Muíños y otros municipios ;67 ;
15PA ;Guardo ;09LE ;Valderrueda y otros municipios ;32 ;
15PA ;Guardo ;11PA ;Velilla del Río Carrión y otros municipios ;124 ;
15PO ;Cambados ;20PO ;Grove, O ;224 ;
15PO ;Cambados ;24PO ;Meaño ;151 ;
15PO ;Cambados ;25PO ;Meis ;126 ;
15PO ;Cambados ;35PO ;Ribadumia ;280 ;
15PO ;Cambados ;39PO ;Sanxenxo ;89 ;
15PO ;Cambados ;44PO ;Vilagarcía de Arousa ;165 ;
15PO ;Cambados ;45PO ;Vilanova de Arousa ;239 ;
15PO ;Cambados ;46PO ;Illa de Arousa, A ;67 ;
15PO ;Cambados ;73CÑ ;Ribeira ;131 ;
15SA ;Fuentes de Oñoro y otros municipios ;14SA ;Fuenteguinaldo y otros municipios ;27 ;
15SA ;Fuentes de Oñoro y otros municipios ;19SA ;Lumbrales y otros municipios ;27 ;
15SA ;Fuentes de Oñoro y otros municipios ;24SA ;Ciudad Rodrigo ;130 ;
15SG ;Boceguillas y otros municipios ;12SG ;Cantimpalos y otros municipios ;30 ;
15SG ;Boceguillas y otros municipios ;13SG ;Olombrada y otros municipios ;25 ;
15SG ;Boceguillas y otros municipios ;14SG ;Cantalejo y otros municipios ;80 ;
15SG ;Boceguillas y otros municipios ;16SG ;Riaza y otros municipios ;53 ;
15TA ;Riudoms y otros municipios ;14TA ;Cambrils y Vinyols i els Arcs ;171 ;
15TA ;Riudoms y otros municipios ;16TA ;Riudecols y otros municipios ;136 ;
15TA ;Riudoms y otros municipios ;20TA ;Vimbodí i Poblet y otros municipios ;36 ;
15TA ;Riudoms y otros municipios ;32TA ;Reus (distritos 09 y 10) ;46 ;
15TA ;Riudoms y otros municipios ;45TA ;Mont-roig del Camp ;52 ;
15TA ;Riudoms y otros municipios ;58TA ;Salou ;31 ;
15TA ;Riudoms y otros municipios ;61TA ;Reus (distrito 02) ;40 ;
15TA ;Riudoms y otros municipios ;62TA ;Reus (distrito 03) ;37 ;
15TA ;Riudoms y otros municipios ;65TA ;Reus (distrito 06) ;29 ;
15TA ;Riudoms y otros municipios ;67TA ;Reus (distrito 08) ;114 ;
15TE ;Alcañiz ;01TE ;Albalate del Arzobispo y otros municipios ;139 ;
15TE ;Alcañiz ;02TE ;Valderrobres y otros municipios ;65 ;
15TE ;Alcañiz ;03TE ;Castelserás y otros municipios ;129 ;
15TE ;Alcañiz ;04TE ;Calanda y otros municipios ;71 ;
15TE ;Alcañiz ;05TE ;Alcorisa y otros municipios ;80 ;
15TE ;Alcañiz ;07ZA ;Sástago y otros municipios ;56 ;
15TE ;Alcañiz ;16TE ;Andorra ;89 ;
15TE ;Alcañiz ;33ZA ;Caspe ;55 ;
15TF ;Breña Alta ;08TF ;Villa de Mazo y Fuencaliente de la Palma ;86 ;
15TF ;Breña Alta ;09TF ;Tazacorte y Tijarafe ;26 ;
15TF ;Breña Alta ;10TF ;Puntagorda y otros municipios ;24 ;
15TF ;Breña Alta ;11TF ;San Andrés y Sauces y Puntallana ;56 ;
15TF ;Breña Alta ;16TF ;Breña Baja ;138 ;
15TF ;Breña Alta ;23TF ;Llanos de Aridane, Los ;38 ;
15TF ;Breña Alta ;26TF ;Paso, El ;38 ;
15TF ;Breña Alta ;31TF ;Santa Cruz de la Palma ;326 ;
15TO ;Cobisa y Layos ;16TO ;Burguillos de Toledo y Ajofrín ;395 ;
15TO ;Cobisa y Layos ;50TO ;Argés ;23 ;
15TO ;Cobisa y Layos ;74TO ;Toledo (distrito 05) ;130 ;
15TO ;Cobisa y Layos ;76TO ;Toledo (distrito 07) ;109 ;
15VA ;Medina de Rioseco y otros municipios ;17VA ;Villabrágima y otros municipios ;53 ;
15VA ;Medina de Rioseco y otros municipios ;18VA ;Geria y otros municipios ;25 ;
15VI ;Vitoria-Gasteiz (distrito 04) ;03VI ;Iruña Oka/Iruña de Oca y otros municipios ;37 ;
15VI ;Vitoria-Gasteiz (distrito 04) ;05VI ;Legutio y otros municipios ;136 ;
15VI ;Vitoria-Gasteiz (distrito 04) ;06VI ;Alegría-Dulantzi y otros municipios ;63 ;
15VI ;Vitoria-Gasteiz (distrito 04) ;12VI ;Vitoria-Gasteiz (distrito 01) ;803 ;
15VI ;Vitoria-Gasteiz (distrito 04) ;13VI ;Vitoria-Gasteiz (distrito 02) ;649 ;
15VI ;Vitoria-Gasteiz (distrito 04) ;14VI ;Vitoria-Gasteiz (distrito 03) ;750 ;
15VI ;Vitoria-Gasteiz (distrito 04) ;16VI ;Vitoria-Gasteiz (distrito 05) ;401 ;
15VI ;Vitoria-Gasteiz (distrito 04) ;17VI ;Vitoria-Gasteiz (distrito 06) ;1463 ;
15ZA ;Ariza y otros municipios ;04SO ;Arcos de Jalón y otros municipios ;25 ;
15ZA ;Ariza y otros municipios ;32ZA ;Calatayud ;25 ;
15ZM ;San Pedro de Ceque y otros municipios ;13ZM ;Santibáñez de Vidriales y otros municipios ;51 ;
15ZM ;San Pedro de Ceque y otros municipios ;14ZM ;Puebla de Sanabria y otros municipios ;92 ;
160B ;Barcelona (SCD la Barceloneta) ;017B ;Sant Vicenç de Montalt y Caldes d'Estrac ;32 ;
160B ;Barcelona (SCD la Barceloneta) ;157B ;Barcelona (SCD el Raval sud) ;19 ;
160B ;Barcelona (SCD la Barceloneta) ;159B ;Barcelona (SCD el Barri Gòtic) ;57 ;
160B ;Barcelona (SCD la Barceloneta) ;161B ;Barcelona (SCD Sant Pere, Santa Caterina i la Ribera) ;143 ;
160B ;Barcelona (SCD la Barceloneta) ;174B ;Barcelona (SCD la Marina i la Zona Franca-Port) ;56 ;
160B ;Barcelona (SCD la Barceloneta) ;224B ;Barcelona (SCD la Vila Olímpica del Poblenou) ;83 ;
160B ;Barcelona (SCD la Barceloneta) ;225B ;Barcelona (SCD el Poblenou) ;24 ;
160M ;Madrid (SCD Recoletos) ;146M ;Madrid (SCD Justicia) ;48 ;
160M ;Madrid (SCD Recoletos) ;158M ;Madrid (SCD Ibiza) ;34 ;
160M ;Madrid (SCD Recoletos) ;159M ;Madrid (SCD Niño Jesús-Jerónimos) ;26 ;
160M ;Madrid (SCD Recoletos) ;161M ;Madrid (SCD Goya) ;126 ;
160M ;Madrid (SCD Recoletos) ;164M ;Madrid (SCD Lista) ;24 ;
160M ;Madrid (SCD Recoletos) ;165M ;Madrid (SCD Castellana) ;90 ;
160M ;Madrid (SCD Recoletos) ;182M ;Madrid (SCD Almagro) ;30 ;
160V ;Burjassot ;016V ;Riba-roja de Túria y Loriguilla ;128 ;
160V ;Burjassot ;017V ;Bonrepòs i Mirambell y otros municipios ;50 ;
160V ;Burjassot ;018V ;Albuixech y otros municipios ;38 ;
160V ;Burjassot ;047V ;Llíria y otros municipios ;51 ;
160V ;Burjassot ;059V ;Valencia (SCD Poblats del Nord) ;65 ;
160V ;Burjassot ;063V ;Rocafort ;70 ;
160V ;Burjassot ;068V ;Cheste ;27 ;
160V ;Burjassot ;069V ;Puig de Santa Maria, el ;23 ;
160V ;Burjassot ;070V ;San Antonio de Benagéber ;28 ;
160V ;Burjassot ;072V ;Almussafes ;22 ;
160V ;Burjassot ;073V ;Tavernes Blanques ;23 ;
160V ;Burjassot ;084V ;Valencia (SCD El Botànic/La Roqueta) ;27 ;
160V ;Burjassot ;090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;56 ;
160V ;Burjassot ;091V ;Valencia (SCD Safranar/Favara) ;23 ;
160V ;Burjassot ;094V ;Godella ;604 ;
160V ;Burjassot ;097V ;Valencia (SCD Poblats de L'Oest) ;345 ;
160V ;Burjassot ;101V ;Torrent (distrito 04) ;27 ;
160V ;Burjassot ;102V ;Valencia (SCD El Grau/Natzaret) ;34 ;
160V ;Burjassot ;109V ;Valencia (SCD Tres Forques/La Fontsanta/La Llum) ;34 ;
160V ;Burjassot ;111V ;Eliana, l' ;22 ;
160V ;Burjassot ;121V ;Valencia (SCD Poblats del Sud) ;27 ;
160V ;Burjassot ;122V ;Valencia (SCD Safranar/Vara de Quart) ;22 ;
160V ;Burjassot ;126V ;Moncada ;89 ;
160V ;Burjassot ;128V ;Valencia (SCD Malilla) ;55 ;
160V ;Burjassot ;129V ;Valencia (SCD Ciutat Fallera) ;208 ;
160V ;Burjassot ;133V ;Bétera ;95 ;
160V ;Burjassot ;134V ;Valencia (SCD Benicalap) ;101 ;
160V ;Burjassot ;135V ;Pobla de Vallbona, la ;47 ;
160V ;Burjassot ;136V ;Alboraya ;39 ;
160V ;Burjassot ;137V ;Quart de Poblet ;92 ;
160V ;Burjassot ;143V ;Valencia (SCD Torrefiel) ;23 ;
160V ;Burjassot ;144V ;Valencia (SCD Ciutat Vella) ;100 ;
160V ;Burjassot ;145V ;Valencia (SCD Orriols/Sant llorenç) ;40 ;
160V ;Burjassot ;148V ;Valencia (SCD El Cabanyal-El Canyamelar/Beteró) ;22 ;
160V ;Burjassot ;152V ;Xirivella ;22 ;
160V ;Burjassot ;154V ;Valencia (SCD El Pla del Real) ;60 ;
160V ;Burjassot ;155V ;Manises ;51 ;
160V ;Burjassot ;157V ;Aldaia ;60 ;
160V ;Burjassot ;161V ;Valencia (SCD Campanar) ;301 ;
160V ;Burjassot ;163V ;Mislata ;95 ;
160V ;Burjassot ;165V ;Paterna ;798 ;
161B ;Barcelona (SCD Sant Pere, Santa Caterina i la Ribera) ;159B ;Barcelona (SCD el Barri Gòtic) ;186 ;
161B ;Barcelona (SCD Sant Pere, Santa Caterina i la Ribera) ;160B ;Barcelona (SCD la Barceloneta) ;130 ;
161B ;Barcelona (SCD Sant Pere, Santa Caterina i la Ribera) ;162B ;Barcelona (SCD el Fort Pienc) ;127 ;
161B ;Barcelona (SCD Sant Pere, Santa Caterina i la Ribera) ;166B ;Barcelona (SCD la Dreta de l'Eixample sud) ;179 ;
161B ;Barcelona (SCD Sant Pere, Santa Caterina i la Ribera) ;223B ;Barcelona (SCD el Parc i la Llacuna del Poblenou) ;71 ;
161M ;Madrid (SCD Goya) ;158M ;Madrid (SCD Ibiza) ;176 ;
161M ;Madrid (SCD Goya) ;159M ;Madrid (SCD Niño Jesús-Jerónimos) ;21 ;
161M ;Madrid (SCD Goya) ;160M ;Madrid (SCD Recoletos) ;234 ;
161M ;Madrid (SCD Goya) ;162M ;Madrid (SCD Fuente del Berro) ;230 ;
161M ;Madrid (SCD Goya) ;164M ;Madrid (SCD Lista) ;358 ;
161M ;Madrid (SCD Goya) ;165M ;Madrid (SCD Castellana) ;70 ;
161M ;Madrid (SCD Goya) ;166M ;Madrid (SCD Guindalera-2) ;48 ;
161M ;Madrid (SCD Goya) ;244M ;Madrid (SCD Ventas-2) ;16 ;
161V ;Valencia (SCD Campanar) ;015V ;Albal y Beniparrell ;26 ;
161V ;Valencia (SCD Campanar) ;016V ;Riba-roja de Túria y Loriguilla ;70 ;
161V ;Valencia (SCD Campanar) ;018V ;Albuixech y otros municipios ;24 ;
161V ;Valencia (SCD Campanar) ;019V ;Serra y otros municipios ;22 ;
161V ;Valencia (SCD Campanar) ;029V ;Chiva y Godelleta ;22 ;
161V ;Valencia (SCD Campanar) ;047V ;Llíria y otros municipios ;27 ;
161V ;Valencia (SCD Campanar) ;081V ;Valencia (SCD Marxalenes) ;210 ;
161V ;Valencia (SCD Campanar) ;084V ;Valencia (SCD El Botànic/La Roqueta) ;105 ;
161V ;Valencia (SCD Campanar) ;090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;47 ;
161V ;Valencia (SCD Campanar) ;091V ;Valencia (SCD Safranar/Favara) ;27 ;
161V ;Valencia (SCD Campanar) ;097V ;Valencia (SCD Poblats de L'Oest) ;73 ;
161V ;Valencia (SCD Campanar) ;099V ;Valencia (SCD La Creu del Grau) ;19 ;
161V ;Valencia (SCD Campanar) ;100V ;Valencia (SCD La Petxina) ;269 ;
161V ;Valencia (SCD Campanar) ;102V ;Valencia (SCD El Grau/Natzaret) ;24 ;
161V ;Valencia (SCD Campanar) ;109V ;Valencia (SCD Tres Forques/La Fontsanta/La Llum) ;63 ;
161V ;Valencia (SCD Campanar) ;112V ;Valencia (SCD Tormos/Sant Antoni) ;53 ;
161V ;Valencia (SCD Campanar) ;113V ;Silla ;22 ;
161V ;Valencia (SCD Campanar) ;115V ;Valencia (SCD El Pla del Remei/Gran Via) ;19 ;
161V ;Valencia (SCD Campanar) ;119V ;Valencia (SCD La Creu Coberta/Sant Marcel.lí/Camí Real) ;22 ;
161V ;Valencia (SCD Campanar) ;121V ;Valencia (SCD Poblats del Sud) ;19 ;
161V ;Valencia (SCD Campanar) ;122V ;Valencia (SCD Safranar/Vara de Quart) ;31 ;
161V ;Valencia (SCD Campanar) ;128V ;Valencia (SCD Malilla) ;121 ;
161V ;Valencia (SCD Campanar) ;129V ;Valencia (SCD Ciutat Fallera) ;88 ;
161V ;Valencia (SCD Campanar) ;130V ;Valencia (SCD Arrancapins) ;39 ;
161V ;Valencia (SCD Campanar) ;132V ;Valencia (SCD Russafa) ;20 ;
161V ;Valencia (SCD Campanar) ;133V ;Bétera ;23 ;
161V ;Valencia (SCD Campanar) ;134V ;Valencia (SCD Benicalap) ;393 ;
161V ;Valencia (SCD Campanar) ;136V ;Alboraya ;24 ;
161V ;Valencia (SCD Campanar) ;137V ;Quart de Poblet ;92 ;
161V ;Valencia (SCD Campanar) ;140V ;Paiporta ;20 ;
161V ;Valencia (SCD Campanar) ;141V ;Valencia (SCD Albors/Camí Fondo/Penya-roja) ;24 ;
161V ;Valencia (SCD Campanar) ;143V ;Valencia (SCD Torrefiel) ;20 ;
161V ;Valencia (SCD Campanar) ;144V ;Valencia (SCD Ciutat Vella) ;232 ;
161V ;Valencia (SCD Campanar) ;149V ;Catarroja ;30 ;
161V ;Valencia (SCD Campanar) ;150V ;Valencia (SCD Benimaclet) ;20 ;
161V ;Valencia (SCD Campanar) ;152V ;Xirivella ;26 ;
161V ;Valencia (SCD Campanar) ;154V ;Valencia (SCD El Pla del Real) ;84 ;
161V ;Valencia (SCD Campanar) ;155V ;Manises ;49 ;
161V ;Valencia (SCD Campanar) ;156V ;Valencia (SCD Nou Moles/Soternes) ;297 ;
161V ;Valencia (SCD Campanar) ;157V ;Aldaia ;27 ;
161V ;Valencia (SCD Campanar) ;158V ;Valencia (SCD La Raiosa/L'Hort de Senabre) ;20 ;
161V ;Valencia (SCD Campanar) ;160V ;Burjassot ;200 ;
161V ;Valencia (SCD Campanar) ;162V ;Torrent (distrito 03) ;19 ;
161V ;Valencia (SCD Campanar) ;163V ;Mislata ;347 ;
161V ;Valencia (SCD Campanar) ;165V ;Paterna ;245 ;
162B ;Barcelona (SCD el Fort Pienc) ;161B ;Barcelona (SCD Sant Pere, Santa Caterina i la Ribera) ;184 ;
162B ;Barcelona (SCD el Fort Pienc) ;163B ;Barcelona (SCD la Sagrada Família est) ;285 ;
162B ;Barcelona (SCD el Fort Pienc) ;164B ;Barcelona (SCD la Sagrada Família oest) ;132 ;
162B ;Barcelona (SCD el Fort Pienc) ;165B ;Barcelona (SCD la Dreta de l'Eixample nord) ;97 ;
162B ;Barcelona (SCD el Fort Pienc) ;166B ;Barcelona (SCD la Dreta de l'Eixample sud) ;378 ;
162B ;Barcelona (SCD el Fort Pienc) ;174B ;Barcelona (SCD la Marina i la Zona Franca-Port) ;26 ;
162B ;Barcelona (SCD el Fort Pienc) ;196B ;Barcelona (SCD el Camp d'en Grassot i Gràcia Nova) ;28 ;
162B ;Barcelona (SCD el Fort Pienc) ;200B ;Barcelona (SCD els barris de la Vall d'Hebron) ;21 ;
162B ;Barcelona (SCD el Fort Pienc) ;223B ;Barcelona (SCD el Parc i la Llacuna del Poblenou) ;424 ;
162M ;Madrid (SCD Fuente del Berro) ;157M ;Madrid (SCD Estrella) ;110 ;
162M ;Madrid (SCD Fuente del Berro) ;158M ;Madrid (SCD Ibiza) ;101 ;
162M ;Madrid (SCD Fuente del Berro) ;161M ;Madrid (SCD Goya) ;209 ;
162M ;Madrid (SCD Fuente del Berro) ;163M ;Madrid (SCD Guindalera-1) ;48 ;
162M ;Madrid (SCD Fuente del Berro) ;166M ;Madrid (SCD Guindalera-2) ;124 ;
162M ;Madrid (SCD Fuente del Berro) ;238M ;Madrid (SCD Marroquina) ;26 ;
162M ;Madrid (SCD Fuente del Berro) ;239M ;Madrid (SCD Media Legua) ;44 ;
162M ;Madrid (SCD Fuente del Berro) ;243M ;Madrid (SCD Ventas-1) ;155 ;
162M ;Madrid (SCD Fuente del Berro) ;244M ;Madrid (SCD Ventas-2) ;165 ;
162M ;Madrid (SCD Fuente del Berro) ;246M ;Madrid (SCD Pueblo Nuevo-2) ;22 ;
162M ;Madrid (SCD Fuente del Berro) ;247M ;Madrid (SCD Quintana) ;25 ;
162V ;Torrent (distrito 03) ;015V ;Albal y Beniparrell ;74 ;
162V ;Torrent (distrito 03) ;016V ;Riba-roja de Túria y Loriguilla ;151 ;
162V ;Torrent (distrito 03) ;018V ;Albuixech y otros municipios ;25 ;
162V ;Torrent (distrito 03) ;029V ;Chiva y Godelleta ;46 ;
162V ;Torrent (distrito 03) ;045V ;Montserrat y Montroi/Montroy ;32 ;
162V ;Torrent (distrito 03) ;046V ;Alfafar y Llocnou de la Corona ;25 ;
162V ;Torrent (distrito 03) ;048V ;Museros y Emperador ;30 ;
162V ;Torrent (distrito 03) ;068V ;Cheste ;60 ;
162V ;Torrent (distrito 03) ;072V ;Almussafes ;50 ;
162V ;Torrent (distrito 03) ;074V ;Torrent (distrito 02) ;176 ;
162V ;Torrent (distrito 03) ;085V ;Picanya ;46 ;
162V ;Torrent (distrito 03) ;090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;53 ;
162V ;Torrent (distrito 03) ;101V ;Torrent (distrito 04) ;1300 ;
162V ;Torrent (distrito 03) ;113V ;Silla ;67 ;
162V ;Torrent (distrito 03) ;114V ;Torrent (distrito 01) ;237 ;
162V ;Torrent (distrito 03) ;121V ;Valencia (SCD Poblats del Sud) ;35 ;
162V ;Torrent (distrito 03) ;122V ;Valencia (SCD Safranar/Vara de Quart) ;25 ;
162V ;Torrent (distrito 03) ;125V ;Picassent ;39 ;
162V ;Torrent (distrito 03) ;128V ;Valencia (SCD Malilla) ;33 ;
162V ;Torrent (distrito 03) ;133V ;Bétera ;33 ;
162V ;Torrent (distrito 03) ;137V ;Quart de Poblet ;95 ;
162V ;Torrent (distrito 03) ;140V ;Paiporta ;69 ;
162V ;Torrent (distrito 03) ;141V ;Valencia (SCD Albors/Camí Fondo/Penya-roja) ;22 ;
162V ;Torrent (distrito 03) ;144V ;Valencia (SCD Ciutat Vella) ;73 ;
162V ;Torrent (distrito 03) ;149V ;Catarroja ;69 ;
162V ;Torrent (distrito 03) ;152V ;Xirivella ;35 ;
162V ;Torrent (distrito 03) ;153V ;Alaquàs ;206 ;
162V ;Torrent (distrito 03) ;154V ;Valencia (SCD El Pla del Real) ;39 ;
162V ;Torrent (distrito 03) ;155V ;Manises ;49 ;
162V ;Torrent (distrito 03) ;157V ;Aldaia ;195 ;
162V ;Torrent (distrito 03) ;161V ;Valencia (SCD Campanar) ;56 ;
162V ;Torrent (distrito 03) ;163V ;Mislata ;25 ;
162V ;Torrent (distrito 03) ;165V ;Paterna ;130 ;
163B ;Barcelona (SCD la Sagrada Família est) ;162B ;Barcelona (SCD el Fort Pienc) ;216 ;
163B ;Barcelona (SCD la Sagrada Família est) ;164B ;Barcelona (SCD la Sagrada Família oest) ;418 ;
163B ;Barcelona (SCD la Sagrada Família est) ;165B ;Barcelona (SCD la Dreta de l'Eixample nord) ;49 ;
163B ;Barcelona (SCD la Sagrada Família est) ;166B ;Barcelona (SCD la Dreta de l'Eixample sud) ;25 ;
163B ;Barcelona (SCD la Sagrada Família est) ;167B ;Barcelona (SCD l'Antiga Esquerra de l'Eixample sud) ;17 ;
163B ;Barcelona (SCD la Sagrada Família est) ;168B ;Barcelona (SCD l'Antiga Esquerra de l'Eixample nord) ;25 ;
163B ;Barcelona (SCD la Sagrada Família est) ;174B ;Barcelona (SCD la Marina i la Zona Franca-Port) ;23 ;
163B ;Barcelona (SCD la Sagrada Família est) ;189B ;Barcelona (SCD Sant Gervasi- Galvany est) ;17 ;
163B ;Barcelona (SCD la Sagrada Família est) ;197B ;Barcelona (SCD el Baix Guinardó) ;95 ;
163B ;Barcelona (SCD la Sagrada Família est) ;203B ;Barcelona (SCD el Guinardó) ;170 ;
163B ;Barcelona (SCD la Sagrada Família est) ;204B ;Barcelona (SCD Vilapicina i la Torre Llobeta) ;26 ;
163B ;Barcelona (SCD la Sagrada Família est) ;220B ;Barcelona (SCD Navas) ;24 ;
163B ;Barcelona (SCD la Sagrada Família est) ;221B ;Barcelona (SCD el Camp de l'Arp del Clot) ;349 ;
163B ;Barcelona (SCD la Sagrada Família est) ;222B ;Barcelona (SCD el Clot) ;79 ;
163B ;Barcelona (SCD la Sagrada Família est) ;223B ;Barcelona (SCD el Parc i la Llacuna del Poblenou) ;48 ;
163M ;Madrid (SCD Guindalera-1) ;162M ;Madrid (SCD Fuente del Berro) ;58 ;
163M ;Madrid (SCD Guindalera-1) ;164M ;Madrid (SCD Lista) ;22 ;
163M ;Madrid (SCD Guindalera-1) ;166M ;Madrid (SCD Guindalera-2) ;255 ;
163M ;Madrid (SCD Guindalera-1) ;168M ;Madrid (SCD Prosperidad) ;240 ;
163M ;Madrid (SCD Guindalera-1) ;169M ;Madrid (SCD Ciudad Jardín) ;16 ;
163M ;Madrid (SCD Guindalera-1) ;243M ;Madrid (SCD Ventas-1) ;47 ;
163M ;Madrid (SCD Guindalera-1) ;244M ;Madrid (SCD Ventas-2) ;24 ;
163M ;Madrid (SCD Guindalera-1) ;247M ;Madrid (SCD Quintana) ;21 ;
163M ;Madrid (SCD Guindalera-1) ;248M ;Madrid (SCD Concepción) ;85 ;
163M ;Madrid (SCD Guindalera-1) ;249M ;Madrid (SCD San Pascual) ;162 ;
163M ;Madrid (SCD Guindalera-1) ;250M ;Madrid (SCD San Juan Bautista-Colina-Atalaya) ;35 ;
163V ;Mislata ;016V ;Riba-roja de Túria y Loriguilla ;199 ;
163V ;Mislata ;018V ;Albuixech y otros municipios ;27 ;
163V ;Mislata ;047V ;Llíria y otros municipios ;24 ;
163V ;Mislata ;048V ;Museros y Emperador ;23 ;
163V ;Mislata ;068V ;Cheste ;27 ;
163V ;Mislata ;084V ;Valencia (SCD El Botànic/La Roqueta) ;24 ;
163V ;Mislata ;090V ;Valencia (SCD Fronteta de Sant Lluís/La Punta/Ciutat de les Arts i de les Ciènces) ;88 ;
163V ;Mislata ;091V ;Valencia (SCD Safranar/Favara) ;26 ;
163V ;Mislata ;097V ;Valencia (SCD Poblats de L'Oest) ;88 ;
163V ;Mislata ;101V ;Torrent (distrito 04) ;42 ;
163V ;Mislata ;102V ;Valencia (SCD El Grau/Natzaret) ;35 ;
163V ;Mislata ;109V ;Valencia (SCD Tres Forques/La Fontsanta/La Llum) ;205 ;
163V ;Mislata ;113V ;Silla ;33 ;
163V ;Mislata ;115V ;Valencia (SCD El Pla del Remei/Gran Via) ;26 ;
163V ;Mislata ;118V ;Valencia (SCD En Corts/Na Rovella) ;19 ;
163V ;Mislata ;122V ;Valencia (SCD Safranar/Vara de Quart) ;53 ;
163V ;Mislata ;125V ;Picassent ;33 ;
163V ;Mislata ;128V ;Valencia (SCD Malilla) ;56 ;
163V ;Mislata ;130V ;Valencia (SCD Arrancapins) ;40 ;
163V ;Mislata ;133V ;Bétera ;27 ;
163V ;Mislata ;134V ;Valencia (SCD Benicalap) ;41 ;
163V ;Mislata ;136V ;Alboraya ;33 ;
163V ;Mislata ;137V ;Quart de Poblet ;443 ;
163V ;Mislata ;144V ;Valencia (SCD Ciutat Vella) ;132 ;
163V ;Mislata ;148V ;Valencia (SCD El Cabanyal-El Canyamelar/Beteró) ;24 ;
